ASIN,Title,MainCategory,Degree,Betweenness,Closeness
A00004383,Product 4383,Electronics,6,0.987109,0.186632
A00004072,Product 4072,Movies & TV,6,0.187645,0.185534
A00003868,Product 3868,Books,6,0.019567,0.187644
A00003468,Product 3468,Books,6,0.437311,0.187016
A00006482,Product 6482,Books,6,0.668337,0.186104
A00005936,Product 5936,Electronics,6,0.113243,0.187683
A00002850,Product 2850,Clothing,6,0.068466,0.182264
A00008284,Product 8284,Electronics,6,0.073701,0.177896
A00000909,Product 909,Movies & TV,6,0.761020,0.190697
A00005221,Product 5221,Electronics,6,0.106544,0.183566
A00000843,Product 843,Music,6,0.048644,0.185558
A00002533,Product 2533,Music,6,0.838528,0.186939
A00000515,Product 515,Clothing,6,0.754680,0.185184
A00003748,Product 3748,Books,6,0.573494,0.181952
A00001185,Product 1185,Clothing,6,0.132582,0.185900
A00000753,Product 753,Music,6,0.492197,0.188103
A00000149,Product 149,Movies & TV,6,0.060394,0.187114
A00005660,Product 5660,Music,6,0.856151,0.189031
A00009490,Product 9490,Movies & TV,6,0.257986,0.184140
A00002155,Product 2155,Electronics,6,0.207688,0.186852
A00006663,Product 6663,Music,6,0.451577,0.182593
A00004850,Product 4850,Electronics,6,0.065226,0.187507
A00008900,Product 8900,Books,6,0.479836,0.185924
A00002162,Product 2162,Clothing,6,0.088710,0.186559
A00006560,Product 6560,Music,6,0.131566,0.184154
A00001076,Product 1076,Movies & TV,6,0.087376,0.186964
A00000049,Product 49,Electronics,6,0.203818,0.190893
A00006375,Product 6375,Movies & TV,6,0.830416,0.183947
A00003395,Product 3395,Music,6,0.801741,0.187300
A00004872,Product 4872,Clothing,6,0.453221,0.182867
A00002650,Product 2650,Music,6,0.261697,0.182647
A00009708,Product 9708,Books,6,0.811585,0.185731
A00008219,Product 8219,Clothing,6,0.673213,0.177457
A00008026,Product 8026,Books,6,0.541695,0.180935
A00005092,Product 5092,Electronics,6,0.197902,0.182844
A00002733,Product 2733,Books,6,0.092704,0.186330
A00005394,Product 5394,Movies & TV,6,0.731166,0.184069
A00002791,Product 2791,Books,6,0.053937,0.183041
A00003114,Product 3114,Movies & TV,6,0.583759,0.186632
A00009898,Product 9898,Movies & TV,6,0.721720,0.191185
A00009300,Product 9300,Electronics,6,0.065838,0.182847
A00000215,Product 215,Electronics,6,0.818161,0.186208
A00005877,Product 5877,Electronics,6,0.355586,0.185476
A00005815,Product 5815,Books,6,0.714653,0.183866
A00004115,Product 4115,Electronics,6,0.438674,0.186869
A00006865,Product 6865,Electronics,6,0.907930,0.188721
A00003586,Product 3586,Movies & TV,6,0.548393,0.184947
A00005860,Product 5860,Music,6,0.656421,0.188785
A00008009,Product 8009,Electronics,6,0.951663,0.185276
A00000881,Product 881,Music,6,0.542339,0.184623
A00005060,Product 5060,Clothing,6,0.653394,0.185225
A00001627,Product 1627,Music,6,0.472632,0.185239
A00000890,Product 890,Electronics,6,0.581773,0.183424
A00001475,Product 1475,Books,6,0.717257,0.189185
A00005529,Product 5529,Movies & TV,6,0.652279,0.190178
A00001594,Product 1594,Movies & TV,6,0.929388,0.188139
A00003217,Product 3217,Books,6,0.897309,0.186897
A00004759,Product 4759,Clothing,6,0.169278,0.182830
A00004879,Product 4879,Books,6,0.626873,0.180159
A00008292,Product 8292,Electronics,6,0.581557,0.188036
A00002344,Product 2344,Music,6,0.867554,0.179822
A00004120,Product 4120,Movies & TV,6,0.403212,0.176234
A00000481,Product 481,Movies & TV,6,0.622861,0.178796
A00005421,Product 5421,Books,6,0.728139,0.190146
A00003866,Product 3866,Movies & TV,6,0.837394,0.185948
A00005830,Product 5830,Clothing,6,0.138195,0.182804
A00003633,Product 3633,Clothing,6,0.425449,0.187891
A00001584,Product 1584,Movies & TV,6,0.594213,0.180768
A00005360,Product 5360,Movies & TV,6,0.652476,0.187852
A00005748,Product 5748,Clothing,6,0.293425,0.187023
A00005993,Product 5993,Books,6,0.678877,0.190316
A00002751,Product 2751,Books,6,0.283262,0.184671
A00001508,Product 1508,Movies & TV,6,0.213765,0.183663
A00006188,Product 6188,Books,6,0.948592,0.183374
A00006428,Product 6428,Music,6,0.729787,0.179078
A00001606,Product 1606,Books,6,0.441385,0.189393
A00000528,Product 528,Clothing,6,0.421253,0.185645
A00002873,Product 2873,Books,6,0.708200,0.179184
A00009544,Product 9544,Clothing,6,0.523263,0.181177
A00004348,Product 4348,Books,6,0.364064,0.180292
A00005113,Product 5113,Movies & TV,6,0.421295,0.184770
A00006095,Product 6095,Music,6,0.379223,0.184072
A00001673,Product 1673,Electronics,6,0.017775,0.185959
A00005093,Product 5093,Electronics,6,0.905812,0.186691
A00005182,Product 5182,Movies & TV,6,0.485454,0.189799
A00004346,Product 4346,Books,6,0.340038,0.184412
A00005525,Product 5525,Movies & TV,6,0.907737,0.185969
A00006191,Product 6191,Music,6,0.433527,0.182620
A00009993,Product 9993,Movies & TV,6,0.654347,0.187539
A00008993,Product 8993,Music,6,0.561065,0.177479
A00003955,Product 3955,Electronics,6,0.959271,0.183048
A00000370,Product 370,Books,6,0.205212,0.183313
A00000743,Product 743,Clothing,6,0.171223,0.186751
A00006799,Product 6799,Clothing,6,0.891477,0.183051
A00009941,Product 9941,Electronics,6,0.085121,0.183485
A00007702,Product 7702,Music,6,0.981508,0.184565
A00002949,Product 2949,Music,6,0.135944,0.185713
A00005423,Product 5423,Electronics,6,0.069693,0.185095
A00000702,Product 702,Electronics,6,0.712250,0.188096
A00006123,Product 6123,Movies & TV,6,0.083113,0.188856
A00006797,Product 6797,Electronics,6,0.248898,0.185841
A00007609,Product 7609,Clothing,6,0.984568,0.184487
A00003097,Product 3097,Music,6,0.923978,0.180856
A00004527,Product 4527,Electronics,6,0.301550,0.189024
A00009989,Product 9989,Music,6,0.439003,0.188671
A00000901,Product 901,Electronics,6,0.308008,0.187202
A00001216,Product 1216,Movies & TV,6,0.709596,0.185627
A00006877,Product 6877,Movies & TV,6,0.618071,0.176977
A00003214,Product 3214,Electronics,6,0.878756,0.188806
A00008932,Product 8932,Books,6,0.498994,0.184756
A00005637,Product 5637,Movies & TV,6,0.839856,0.187602
A00004458,Product 4458,Music,6,0.988103,0.182750
A00004128,Product 4128,Electronics,6,0.366217,0.187240
A00001345,Product 1345,Music,6,0.115531,0.187391
A00009080,Product 9080,Music,6,0.952963,0.187184
A00007902,Product 7902,Books,6,0.560034,0.188721
A00001167,Product 1167,Music,6,0.975670,0.185311
A00002686,Product 2686,Music,6,0.971198,0.186305
A00000523,Product 523,Books,6,0.004601,0.186521
A00000206,Product 206,Clothing,6,0.964079,0.183515
A00001297,Product 1297,Books,6,0.063149,0.183697
A00002975,Product 2975,Books,6,0.293456,0.185789
A00006601,Product 6601,Movies & TV,6,0.647736,0.181869
A00001991,Product 1991,Clothing,6,0.983352,0.183859
A00008019,Product 8019,Music,6,0.811094,0.189770
A00008442,Product 8442,Music,6,0.089453,0.185603
A00007348,Product 7348,Movies & TV,6,0.051534,0.186166
A00009465,Product 9465,Books,6,0.718627,0.182503
A00001125,Product 1125,Books,6,0.674650,0.182747
A00001533,Product 1533,Movies & TV,6,0.238082,0.187023
A00006946,Product 6946,Clothing,6,0.954182,0.178854
A00001444,Product 1444,Movies & TV,6,0.409211,0.184538
A00004817,Product 4817,Books,6,0.218835,0.184127
A00007001,Product 7001,Music,6,0.790365,0.181135
A00008899,Product 8899,Movies & TV,6,0.352131,0.179964
A00000961,Product 961,Music,6,0.839714,0.186382
A00002774,Product 2774,Movies & TV,6,0.122353,0.184157
A00009383,Product 9383,Movies & TV,6,0.902153,0.181833
A00001187,Product 1187,Movies & TV,6,0.158342,0.182754
A00004329,Product 4329,Clothing,6,0.965562,0.185380
A00000418,Product 418,Clothing,6,0.904684,0.186448
A00004901,Product 4901,Clothing,6,0.304181,0.179470
A00006993,Product 6993,Music,6,0.488653,0.186274
A00005919,Product 5919,Music,6,0.877900,0.185256
A00008492,Product 8492,Music,6,0.817196,0.179560
A00002100,Product 2100,Clothing,6,0.335758,0.184422
A00009519,Product 9519,Electronics,6,0.913789,0.183552
A00003249,Product 3249,Music,6,0.234723,0.183051
A00005133,Product 5133,Movies & TV,6,0.785920,0.186142
A00006489,Product 6489,Music,6,0.106074,0.185462
A00000339,Product 339,Movies & TV,6,0.668218,0.182830
A00000474,Product 474,Music,6,0.920890,0.183340
A00005245,Product 5245,Music,6,0.645919,0.180788
A00004354,Product 4354,Books,6,0.187963,0.183576
A00000281,Product 281,Books,6,0.964297,0.185283
A00005918,Product 5918,Books,6,0.264316,0.188011
A00009185,Product 9185,Movies & TV,6,0.134229,0.184708
A00002511,Product 2511,Music,6,0.880613,0.181105
A00007616,Product 7616,Clothing,6,0.106082,0.183192
A00000673,Product 673,Movies & TV,6,0.038157,0.188032
A00009632,Product 9632,Music,6,0.278653,0.186423
A00007373,Product 7373,Electronics,6,0.366632,0.187895
A00001358,Product 1358,Electronics,6,0.308469,0.188036
A00004580,Product 4580,Clothing,6,0.785875,0.178991
A00003018,Product 3018,Books,6,0.027914,0.185562
A00004518,Product 4518,Music,6,0.274890,0.189871
A00003545,Product 3545,Clothing,6,0.219608,0.184005
A00008622,Product 8622,Music,6,0.434429,0.184015
A00009640,Product 9640,Music,6,0.463912,0.186441
A00000669,Product 669,Music,6,0.578810,0.184093
A00002400,Product 2400,Books,6,0.712218,0.183082
A00001264,Product 1264,Clothing,6,0.816549,0.183259
A00006365,Product 6365,Electronics,6,0.616347,0.184749
A00003773,Product 3773,Music,6,0.477110,0.185369
A00009133,Product 9133,Movies & TV,6,0.663124,0.178458
A00005896,Product 5896,Music,6,0.940202,0.182700
A00000347,Product 347,Clothing,6,0.313548,0.185938
A00001806,Product 1806,Books,6,0.164620,0.185855
A00004628,Product 4628,Books,6,0.418322,0.184035
A00003786,Product 3786,Clothing,6,0.660870,0.179890
A00007532,Product 7532,Books,6,0.976018,0.194616
A00005879,Product 5879,Movies & TV,6,0.248116,0.184763
A00005822,Product 5822,Books,6,0.397924,0.184599
A00008100,Product 8100,Electronics,6,0.839036,0.190366
A00001829,Product 1829,Clothing,6,0.244245,0.188245
A00005087,Product 5087,Music,6,0.850583,0.186960
A00009621,Product 9621,Electronics,6,0.900816,0.184242
A00007326,Product 7326,Electronics,6,0.750885,0.185424
A00000218,Product 218,Electronics,6,0.451958,0.187806
A00008291,Product 8291,Clothing,6,0.600466,0.190755
A00002670,Product 2670,Electronics,6,0.295473,0.182560
A00008132,Product 8132,Music,6,0.183229,0.188490
A00003333,Product 3333,Electronics,6,0.622546,0.189017
A00001862,Product 1862,Movies & TV,6,0.650337,0.180195
A00007259,Product 7259,Books,6,0.195344,0.187930
A00002523,Product 2523,Books,6,0.158729,0.187778
A00006836,Product 6836,Clothing,6,0.651155,0.188796
A00009939,Product 9939,Clothing,6,0.445081,0.187352
A00005178,Product 5178,Movies & TV,6,0.814399,0.183414
A00007962,Product 7962,Music,6,0.110084,0.184188
A00009190,Product 9190,Music,6,0.568336,0.191043
A00007012,Product 7012,Electronics,6,0.099064,0.183525
A00006811,Product 6811,Electronics,6,0.829957,0.185112
A00006019,Product 6019,Electronics,6,0.515503,0.186395
A00007268,Product 7268,Books,6,0.610377,0.187563
A00000919,Product 919,Electronics,6,0.666104,0.183663
A00007748,Product 7748,Music,6,0.970066,0.186716
A00002972,Product 2972,Music,6,0.109219,0.187994
A00004017,Product 4017,Books,6,0.671594,0.185772
A00000512,Product 512,Music,6,0.930873,0.188906
A00000393,Product 393,Music,6,0.673877,0.190117
A00009900,Product 9900,Electronics,6,0.992092,0.179415
A00006944,Product 6944,Electronics,6,0.384577,0.180761
A00005635,Product 5635,Electronics,6,0.884308,0.183155
A00008989,Product 8989,Movies & TV,6,0.653887,0.186528
A00002090,Product 2090,Movies & TV,6,0.539653,0.186751
A00004413,Product 4413,Movies & TV,6,0.640756,0.184296
A00007823,Product 7823,Books,6,0.762563,0.185755
A00007976,Product 7976,Music,6,0.268470,0.189407
A00007474,Product 7474,Music,6,0.860540,0.190381
A00004057,Product 4057,Clothing,6,0.054331,0.188380
A00009732,Product 9732,Clothing,6,0.891212,0.187715
A00008435,Product 8435,Books,6,0.250094,0.187532
A00003870,Product 3870,Electronics,6,0.345136,0.184001
A00002518,Product 2518,Electronics,6,0.107833,0.187486
A00005512,Product 5512,Books,6,0.788181,0.185177
A00008867,Product 8867,Clothing,6,0.712189,0.186566
A00008766,Product 8766,Electronics,6,0.841407,0.183869
A00004569,Product 4569,Electronics,6,0.811951,0.185153
A00004232,Product 4232,Clothing,6,0.960831,0.189114
A00001379,Product 1379,Books,6,0.063594,0.182434
A00003156,Product 3156,Music,6,0.586008,0.187051
A00005203,Product 5203,Books,6,0.107854,0.187888
A00002237,Product 2237,Books,6,0.476538,0.182091
A00000077,Product 77,Movies & TV,6,0.340080,0.183273
A00007813,Product 7813,Clothing,6,0.038906,0.187518
A00002822,Product 2822,Books,6,0.841680,0.186114
A00006611,Product 6611,Clothing,6,0.984603,0.187086
A00006595,Product 6595,Music,6,0.197042,0.181276
A00000384,Product 384,Books,6,0.935224,0.189706
A00004302,Product 4302,Movies & TV,6,0.067067,0.184937
A00002748,Product 2748,Clothing,6,0.523559,0.188529
A00005712,Product 5712,Clothing,6,0.160693,0.186524
A00000131,Product 131,Electronics,6,0.829582,0.190806
A00007103,Product 7103,Clothing,6,0.180020,0.186740
A00000874,Product 874,Movies & TV,6,0.314071,0.191831
A00000873,Product 873,Movies & TV,6,0.385694,0.186364
A00005281,Product 5281,Clothing,6,0.228025,0.182921
A00007814,Product 7814,Books,6,0.438799,0.184439
A00004430,Product 4430,Movies & TV,6,0.538897,0.184838
A00003122,Product 3122,Music,6,0.530624,0.186395
A00005516,Product 5516,Books,6,0.263936,0.188071
A00006224,Product 6224,Books,6,0.767130,0.187729
A00001458,Product 1458,Electronics,6,0.149096,0.184876
A00002241,Product 2241,Electronics,6,0.008509,0.184900
A00003861,Product 3861,Movies & TV,6,0.866360,0.191471
A00008124,Product 8124,Clothing,6,0.883508,0.188635
A00008163,Product 8163,Music,6,0.840512,0.188160
A00006722,Product 6722,Books,6,0.210311,0.188454
A00009603,Product 9603,Books,6,0.938474,0.178652
A00004408,Product 4408,Music,6,0.157318,0.184375
A00009722,Product 9722,Music,6,0.611744,0.185098
A00006170,Product 6170,Music,6,0.856408,0.187440
A00001394,Product 1394,Music,6,0.024229,0.182281
A00000583,Product 583,Music,6,0.432726,0.188507
A00009187,Product 9187,Books,6,0.673355,0.188522
A00008716,Product 8716,Music,6,0.385085,0.183222
A00007953,Product 7953,Movies & TV,6,0.815129,0.186340
A00005139,Product 5139,Clothing,6,0.234087,0.185993
A00008052,Product 8052,Electronics,6,0.828468,0.177931
A00000795,Product 795,Clothing,6,0.833684,0.188412
A00009523,Product 9523,Movies & TV,6,0.890694,0.177921
A00009878,Product 9878,Books,6,0.368265,0.185435
A00005382,Product 5382,Music,6,0.993940,0.183206
A00005611,Product 5611,Music,6,0.308584,0.183876
A00004750,Product 4750,Movies & TV,6,0.122757,0.181056
A00001888,Product 1888,Music,6,0.926716,0.185693
A00009748,Product 9748,Books,6,0.212957,0.179386
A00007533,Product 7533,Clothing,6,0.386241,0.186298
A00006388,Product 6388,Books,6,0.057563,0.182065
A00008150,Product 8150,Electronics,6,0.728205,0.183852
A00004883,Product 4883,Clothing,6,0.615471,0.184293
A00004543,Product 4543,Books,6,0.060257,0.189078
A00000764,Product 764,Music,6,0.160380,0.188291
A00006058,Product 6058,Movies & TV,6,0.673231,0.185270
A00008845,Product 8845,Music,6,0.704014,0.183910
A00000848,Product 848,Electronics,6,0.012752,0.179171
A00002803,Product 2803,Clothing,6,0.579354,0.182277
A00009299,Product 9299,Movies & TV,6,0.834907,0.185294
A00003441,Product 3441,Books,6,0.399211,0.191317
A00009476,Product 9476,Clothing,6,0.751567,0.184872
A00008431,Product 8431,Books,6,0.987584,0.186489
A00005628,Product 5628,Movies & TV,6,0.154597,0.188938
A00003878,Product 3878,Clothing,6,0.633993,0.187697
A00007447,Product 7447,Music,6,0.856815,0.189013
A00000021,Product 21,Books,6,0.869669,0.180110
A00003846,Product 3846,Books,6,0.476484,0.182660
A00008136,Product 8136,Movies & TV,6,0.760815,0.182347
A00000081,Product 81,Music,6,0.770282,0.189411
A00005857,Product 5857,Electronics,6,0.152885,0.191453
A00006343,Product 6343,Electronics,6,0.609960,0.185772
A00001597,Product 1597,Books,6,0.686342,0.186239
A00003044,Product 3044,Movies & TV,6,0.304717,0.189662
A00007789,Product 7789,Music,6,0.234381,0.183927
A00000024,Product 24,Movies & TV,6,0.044823,0.181922
A00003341,Product 3341,Movies & TV,6,0.044555,0.181454
A00008939,Product 8939,Clothing,6,0.967086,0.183441
A00007487,Product 7487,Music,6,0.390468,0.186747
A00001656,Product 1656,Books,6,0.138166,0.186908
A00005665,Product 5665,Music,6,0.417953,0.188835
A00006743,Product 6743,Clothing,6,0.108074,0.185105
A00007825,Product 7825,Music,6,0.249967,0.182938
A00002853,Product 2853,Movies & TV,6,0.475224,0.185765
A00003688,Product 3688,Electronics,6,0.268861,0.190146
A00005095,Product 5095,Books,6,0.858104,0.187398
A00005163,Product 5163,Clothing,6,0.442259,0.182071
A00005407,Product 5407,Electronics,6,0.860188,0.186420
A00000858,Product 858,Clothing,6,0.791498,0.187006
A00008271,Product 8271,Clothing,6,0.549908,0.186632
A00009402,Product 9402,Movies & TV,6,0.860335,0.181079
A00009908,Product 9908,Books,5,0.978440,0.180735
A00009361,Product 9361,Electronics,5,0.453654,0.180611
A00004813,Product 4813,Movies & TV,5,0.829033,0.180221
A00006979,Product 6979,Clothing,5,0.022086,0.179554
A00004690,Product 4690,Clothing,5,0.399670,0.185256
A00008098,Product 8098,Electronics,5,0.415414,0.182640
A00008592,Product 8592,Books,5,0.095241,0.186925
A00008493,Product 8493,Books,5,0.836023,0.180673
A00006146,Product 6146,Movies & TV,5,0.551176,0.177149
A00006756,Product 6756,Books,5,0.738246,0.184742
A00005061,Product 5061,Books,5,0.309148,0.181975
A00005052,Product 5052,Music,5,0.100430,0.178937
A00003204,Product 3204,Books,5,0.415011,0.181840
A00001693,Product 1693,Clothing,5,0.067008,0.177637
A00005632,Product 5632,Music,5,0.543920,0.184650
A00008389,Product 8389,Clothing,5,0.396369,0.180729
A00000505,Product 505,Movies & TV,5,0.806906,0.185820
A00003548,Product 3548,Electronics,5,0.959153,0.184154
A00001894,Product 1894,Movies & TV,5,0.147879,0.186831
A00007078,Product 7078,Clothing,5,0.761391,0.181826
A00007737,Product 7737,Books,5,0.355762,0.178327
A00004163,Product 4163,Electronics,5,0.149497,0.176458
A00006659,Product 6659,Books,5,0.101877,0.183714
A00008798,Product 8798,Electronics,5,0.688931,0.183061
A00001228,Product 1228,Clothing,5,0.996739,0.183102
A00004608,Product 4608,Electronics,5,0.495406,0.184117
A00002409,Product 2409,Movies & TV,5,0.451624,0.185900
A00007156,Product 7156,Electronics,5,0.577639,0.184773
A00006280,Product 6280,Music,5,0.010531,0.176256
A00001685,Product 1685,Electronics,5,0.765966,0.179322
A00008351,Product 8351,Music,5,0.713323,0.179168
A00001820,Product 1820,Music,5,0.800138,0.178191
A00001878,Product 1878,Movies & TV,5,0.689835,0.180133
A00002706,Product 2706,Electronics,5,0.609923,0.186125
A00005670,Product 5670,Music,5,0.333193,0.179075
A00003897,Product 3897,Movies & TV,5,0.986095,0.183846
A00005375,Product 5375,Clothing,5,0.783538,0.184001
A00005976,Product 5976,Movies & TV,5,0.885216,0.178039
A00008588,Product 8588,Books,5,0.322416,0.180461
A00000235,Product 235,Electronics,5,0.732338,0.179728
A00003784,Product 3784,Clothing,5,0.178179,0.184773
A00008427,Product 8427,Books,5,0.166204,0.181516
A00001255,Product 1255,Music,5,0.207635,0.184279
A00008055,Product 8055,Movies & TV,5,0.906566,0.175695
A00004650,Product 4650,Books,5,0.242795,0.183633
A00008385,Product 8385,Books,5,0.281506,0.180928
A00005602,Product 5602,Clothing,5,0.549707,0.175326
A00002661,Product 2661,Books,5,0.720804,0.184954
A00009123,Product 9123,Movies & TV,5,0.308904,0.177388
A00001087,Product 1087,Clothing,5,0.091680,0.181184
A00006288,Product 6288,Clothing,5,0.176915,0.181434
A00005014,Product 5014,Books,5,0.263596,0.183280
A00002687,Product 2687,Books,5,0.974889,0.186897
A00004722,Product 4722,Books,5,0.727606,0.180162
A00003165,Product 3165,Clothing,5,0.568912,0.182307
A00005979,Product 5979,Movies & TV,5,0.782071,0.176670
A00001386,Product 1386,Books,5,0.913717,0.177366
A00003120,Product 3120,Clothing,5,0.437185,0.175037
A00001630,Product 1630,Movies & TV,5,0.797521,0.179040
A00001815,Product 1815,Movies & TV,5,0.762385,0.182697
A00006901,Product 6901,Electronics,5,0.741961,0.185369
A00004505,Product 4505,Electronics,5,0.436746,0.181860
A00005575,Product 5575,Music,5,0.064994,0.183812
A00006368,Product 6368,Music,5,0.253539,0.181727
A00006781,Product 6781,Books,5,0.585008,0.186094
A00003494,Product 3494,Music,5,0.080388,0.180533
A00005158,Product 5158,Music,5,0.842431,0.180778
A00000946,Product 946,Books,5,0.809499,0.182264
A00009322,Product 9322,Music,5,0.187324,0.181473
A00001716,Product 1716,Clothing,5,0.317105,0.174609
A00009441,Product 9441,Music,5,0.450167,0.183350
A00005870,Product 5870,Movies & TV,5,0.931375,0.183896
A00004310,Product 4310,Movies & TV,5,0.401001,0.186535
A00000452,Product 452,Books,5,0.432631,0.184985
A00003396,Product 3396,Electronics,5,0.333217,0.185869
A00005169,Product 5169,Music,5,0.356851,0.178796
A00005517,Product 5517,Books,5,0.430743,0.172044
A00007355,Product 7355,Clothing,5,0.684073,0.183259
A00002401,Product 2401,Books,5,0.847814,0.183670
A00001994,Product 1994,Clothing,5,0.773707,0.177928
A00007386,Product 7386,Movies & TV,5,0.991000,0.180680
A00006522,Product 6522,Electronics,5,0.601399,0.176029
A00003956,Product 3956,Electronics,5,0.142330,0.182227
A00003903,Product 3903,Books,5,0.827551,0.183485
A00002756,Product 2756,Music,5,0.483483,0.181207
A00007093,Product 7093,Movies & TV,5,0.656350,0.184862
A00002565,Product 2565,Music,5,0.938286,0.180250
A00009731,Product 9731,Books,5,0.843455,0.183401
A00002177,Product 2177,Clothing,5,0.914999,0.180224
A00000649,Product 649,Movies & TV,5,0.583646,0.183118
A00000814,Product 814,Electronics,5,0.227987,0.182075
A00000835,Product 835,Movies & TV,5,0.503113,0.180889
A00001975,Product 1975,Electronics,5,0.424874,0.181414
A00000688,Product 688,Clothing,5,0.458376,0.177735
A00002461,Product 2461,Books,5,0.801715,0.185993
A00000380,Product 380,Electronics,5,0.406367,0.179383
A00009752,Product 9752,Music,5,0.589268,0.183809
A00003729,Product 3729,Books,5,0.204177,0.181651
A00000629,Product 629,Music,5,0.305991,0.180631
A00002337,Product 2337,Books,5,0.841017,0.181823
A00004756,Product 4756,Clothing,5,0.670794,0.184900
A00009234,Product 9234,Music,5,0.611184,0.183697
A00001101,Product 1101,Books,5,0.892939,0.184137
A00006496,Product 6496,Electronics,5,0.274284,0.181477
A00000020,Product 20,Movies & TV,5,0.464908,0.176614
A00009121,Product 9121,Music,5,0.140758,0.181909
A00005368,Product 5368,Music,5,0.196633,0.183098
A00008174,Product 8174,Clothing,5,0.835628,0.177002
A00007159,Product 7159,Electronics,5,0.955912,0.185527
A00003158,Product 3158,Movies & TV,5,0.256972,0.180055
A00001478,Product 1478,Books,5,0.847262,0.182237
A00007389,Product 7389,Clothing,5,0.283218,0.184157
A00009626,Product 9626,Movies & TV,5,0.534171,0.180732
A00006740,Product 6740,Clothing,5,0.360515,0.178720
A00008232,Product 8232,Electronics,5,0.993141,0.184371
A00001869,Product 1869,Electronics,5,0.457736,0.183394
A00006672,Product 6672,Clothing,5,0.105779,0.177180
A00000284,Product 284,Electronics,5,0.583565,0.183657
A00001579,Product 1579,Electronics,5,0.840386,0.179351
A00000865,Product 865,Books,5,0.959986,0.184818
A00006918,Product 6918,Books,5,0.609737,0.177684
A00007127,Product 7127,Books,5,0.996720,0.179835
A00004484,Product 4484,Electronics,5,0.028724,0.181562
A00001014,Product 1014,Clothing,5,0.271158,0.182297
A00006223,Product 6223,Books,5,0.132322,0.184746
A00009140,Product 9140,Music,5,0.332488,0.178464
A00002027,Product 2027,Clothing,5,0.983261,0.183670
A00004694,Product 4694,Movies & TV,5,0.259729,0.183714
A00003160,Product 3160,Clothing,5,0.816288,0.178153
A00004350,Product 4350,Books,5,0.051608,0.180094
A00003410,Product 3410,Movies & TV,5,0.196420,0.180575
A00006563,Product 6563,Clothing,5,0.458697,0.182637
A00009136,Product 9136,Clothing,5,0.914038,0.182567
A00001756,Product 1756,Electronics,5,0.380590,0.176070
A00003142,Product 3142,Electronics,5,0.523429,0.181965
A00008000,Product 8000,Electronics,5,0.640569,0.181072
A00007558,Product 7558,Movies & TV,5,0.594768,0.185479
A00002586,Product 2586,Clothing,5,0.834390,0.178796
A00007900,Product 7900,Music,5,0.301238,0.179929
A00007635,Product 7635,Books,5,0.706943,0.185160
A00001265,Product 1265,Music,5,0.598861,0.178547
A00000310,Product 310,Books,5,0.798114,0.185239
A00006524,Product 6524,Clothing,5,0.331518,0.185057
A00003472,Product 3472,Music,5,0.933682,0.176002
A00009422,Product 9422,Books,5,0.303941,0.185088
A00004439,Product 4439,Books,5,0.240977,0.175470
A00009005,Product 9005,Clothing,5,0.151018,0.181325
A00006159,Product 6159,Clothing,5,0.447920,0.185955
A00005277,Product 5277,Books,5,0.830161,0.177533
A00005303,Product 5303,Music,5,0.807548,0.181177
A00000888,Product 888,Music,5,0.294138,0.178397
A00006947,Product 6947,Books,5,0.796190,0.183954
A00004335,Product 4335,Movies & TV,5,0.482493,0.186430
A00000856,Product 856,Clothing,5,0.850220,0.180654
A00004098,Product 4098,Electronics,5,0.585108,0.183515
A00004856,Product 4856,Music,5,0.394145,0.179780
A00007263,Product 7263,Books,5,0.739205,0.186566
A00008499,Product 8499,Clothing,5,0.674033,0.183199
A00006664,Product 6664,Clothing,5,0.888131,0.180595
A00005534,Product 5534,Electronics,5,0.972840,0.180739
A00002886,Product 2886,Movies & TV,5,0.070238,0.183748
A00009208,Product 9208,Electronics,5,0.986784,0.184698
A00008039,Product 8039,Movies & TV,5,0.096115,0.183269
A00001534,Product 1534,Books,5,0.795398,0.177928
A00004700,Product 4700,Electronics,5,0.260575,0.185576
A00002198,Product 2198,Movies & TV,5,0.244377,0.181803
A00008358,Product 8358,Electronics,5,0.693700,0.178892
A00005006,Product 5006,Books,5,0.598950,0.180039
A00006158,Product 6158,Clothing,5,0.716327,0.181536
A00005567,Product 5567,Electronics,5,0.514073,0.185249
A00003467,Product 3467,Electronics,5,0.462249,0.180748
A00001771,Product 1771,Books,5,0.243189,0.182994
A00004820,Product 4820,Clothing,5,0.450231,0.186688
A00005884,Product 5884,Music,5,0.630503,0.187951
A00009168,Product 9168,Clothing,5,0.237369,0.182008
A00008604,Product 8604,Books,5,0.757560,0.186670
A00003657,Product 3657,Electronics,5,0.731800,0.181513
A00005989,Product 5989,Clothing,5,0.155314,0.184712
A00008924,Product 8924,Books,5,0.919230,0.180458
A00001435,Product 1435,Clothing,5,0.735027,0.182277
A00004091,Product 4091,Music,5,0.494003,0.180712
A00005041,Product 5041,Movies & TV,5,0.637434,0.186395
A00005106,Product 5106,Books,5,0.782310,0.181079
A00007327,Product 7327,Movies & TV,5,0.656455,0.183296
A00000667,Product 667,Electronics,5,0.881361,0.183852
A00007312,Product 7312,Music,5,0.943814,0.188309
A00006804,Product 6804,Music,5,0.019405,0.180892
A00006823,Product 6823,Clothing,5,0.520300,0.177196
A00003920,Product 3920,Clothing,5,0.770860,0.186932
A00007429,Product 7429,Books,5,0.416824,0.186639
